alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_fr,"Energie, Règlement UE N° 1169/2011 (kcal/100g)","Energie, N x facteur Jones, avec fibres (kJ/100g)","Energie, N x facteur Jones, avec fibres (kcal/100g)",Eau (g/100g),Protéines (g/100g),"Protéines brutes, N x 6.25 (g/100g)",Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Amidon (g/100g),Fibres alimentaires (g/100g),Polyols totaux (g/100g),Cendres (g/100g),Alcool (g/100g),Acides organiques (g/100g),AG saturés (g/100g),AG monoinsaturés (g/100g),AG polyinsaturés (g/100g),"AG 4:0, butyrique (g/100g)","AG 6:0, caproïque (g/100g)","AG 8:0, caprylique (g/100g)","AG 10:0, caprique (g/100g)","AG 12:0, laurique (g/100g)","AG 14:0, myristique (g/100g)","AG 16:0, palmitique (g/100g)","AG 18:0, stéarique (g/100g)","AG 18:1 9c (n-9), oléique (g/100g)","AG 18:2 9c,12c (n-6), linoléique (g/100g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Chlorure (mg/100g),Cuivre (mg/100g),Fer (mg/100g),Iode (µg/100g),Magnésium (mg/100g),Manganèse (mg/100g),Phosphore (mg/100g),Potassium (mg/100g),Sélénium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Rétinol (µg/100g),Beta-Carotène (µg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine K1 (µg/100g),Vitamine K2 (µg/100g),Vitamine C (mg/100g),Vitamine B1 ou Thiamine (mg/100g),Vitamine B2 ou Riboflavine (mg/100g),Vitamine B3 ou PP ou Niacine (mg/100g),Vitamine B5 ou Acide pantothénique (mg/100g),Vitamine B6 (mg/100g),Vitamine B9 ou Folates totaux (µg/100g),Vitamine B12 (µg/100g)
4,406,0,"viandes, œufs, poissons",poissons crus,-,26063,"Rascasse, crue","Rascasse, crue","87,6",371,"87,6","78,9","18,9","18,9",traces,"1,33",0,-,0,0,1,0,0,"0,24","0,21","0,49",-,-,-,-,-,"0,032","0,21",-,"0,21",-,-,-,"0,077","0,32",-,-,61,-,"0,5",-,11,21,"0,3",-,465,-,-,"1,8",-,0,"4,3",-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26064,"Thon albacore ou thon jaune, cru","Thon albacore ou thon jaune, cru",108,459,108,"71,6",25,25,traces,"0,94",0,-,0,0,"1,48",0,0,"0,17","0,12","0,15",0,0,0,0,"0,001","0,009","0,11","0,045","0,08","0,006","0,002",-,"0,012","0,088",43,"0,11","7,77",-,"0,089","0,98","23,7","40,8","0,021",257,410,"79,6",40,"0,23",195,0,"2,3","0,72","0,1",-,"2,6","0,14","0,098","13,5","0,47","0,97","8,5","3,44"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26065,"Sardine, crue","Sardine, crue",163,683,163,64,"19,5","19,5",traces,"9,48",0,0,0,0,"2,2",0,0,"2,4","1,2","3,25",-,-,-,-,0,"0,32","1,74","0,35","0,019","0,1","0,47",-,"1,09","1,58","78,9","0,22","57,5",130,"0,41","1,67","26,8",36,"0,33",286,584,"52,8",101,"1,5",28,traces,14,"0,28",-,-,"2,5","0,038","0,23","7,56","0,81","0,47","3,18","8,6"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26068,"Thon listao ou Bonite à ventre rayé, cru","Thon listao ou Bonite à ventre rayé, cru","97,1",411,"97,1",-,22,22,traces,"1,01",0,-,0,0,"1,3",0,0,"0,33","0,19","0,32",-,-,-,-,-,"0,04","0,23","0,055",-,-,-,-,"0,071","0,19",47,"0,093",29,-,"0,086","1,25",-,34,"0,015",222,407,-,37,"0,82",16,-,-,-,-,-,1,"0,033","0,1","15,4","0,42","0,85",9,"1,9"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26069,"Thon rouge, cru","Thon rouge, cru",155,649,155,"68,1","23,3","23,3",traces,"6,81",0,-,0,0,"1,18",0,0,"1,26","1,6","1,43",0,0,0,0,0,"0,14","0,81","0,31",-,-,-,-,"0,28","0,89",38,"0,098",8,-,"0,086","1,02",-,50,"0,015",254,252,"73,4",39,"0,6",655,0,"5,7",1,0,-,0,"0,24","0,25","8,65","1,05","0,46",2,"9,43"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26072,"Bar commun ou loup, cru, sans précision","Bar commun ou loup, cru, sans précision","82,5",350,"82,5","78,1","19,1","19,1",traces,"0,7",0,-,0,0,"1,27",0,0,"0,2","0,21","0,19","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,02","0,14","0,04","0,14","0,02","< 0,01","< 0,01","0,04","0,12","47,6","0,23",10,119,"0,04","0,26","21,9",27,"< 0,01",207,390,30,"92,3","0,3",< 21,0,"5,59","0,79","< 0,8",-,"0,66","0,025","0,058","3,67","0,55","0,34","22,2","3,12"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26074,"Roussette ou petite roussette ou saumonette, crue","Roussette ou petite roussette ou saumonette, crue","97,8",415,"97,8","75,2","23,3","23,3",traces,"0,5",0,-,0,0,"1,08",0,0,"0,11","0,087","0,13",0,0,0,-,0,"0,0014","0,078","0,028","0,037","0,0032","0,00046",-,"0,012","0,086","29,8","0,31","11,7",0,"< 0,1","0,37","26,2","20,9","< 0,1",147,258,"28,8",125,"0,87",< 2,0,"< 0,5","0,65","0,1",-,0,"0,025","0,083","3,14","0,2","0,25","3,07","1,95"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26075,"Bar ou loup de l'Atlantique, cru","Bar ou loup de l'Atlantique, cru","89,9",379,"89,9","79,6","16,6","16,6",traces,"2,61",0,-,0,0,"1,12",0,0,"0,42","0,81","0,9",-,-,-,-,-,"0,05","0,29","0,085","0,47","0,036","0,015","0,11","0,38","0,29",50,"0,25","20,3",-,"0,04","0,72",60,"26,4","0,013",185,286,"57,5",99,"0,74","49,7",-,"0,77","2,4",0,-,traces,"0,19","0,064","2,33","0,57","0,37",3,"2,08"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26076,"Thon germon ou thon blanc, cru","Thon germon ou thon blanc, cru",121,514,121,"69,5","27,2","27,2",traces,"1,37",0,-,0,0,"1,7",0,0,"0,26","0,22","0,27",-,-,-,-,-,"0,017","0,14","0,059","0,11","0,0046","0,0035","0,062","0,04","0,16","35,2","0,29","3,5",195,"< 0,1","0,95",14,"37,6","< 0,1",242,355,188,"77,7","0,38","3,02",-,"2,23","0,44",-,-,-,"0,062","0,047","19,4","0,14","0,95","15,3","2,78"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26079,"Anchois commun, cru","Anchois commun, cru",129,541,129,"71,8","18,6","18,6",traces,"6,07",0,0,0,0,"1,43",0,0,"1,64","1,11","1,69",0,0,0,0,"0,011","0,32","1,04","0,27","0,89","0,17","0,073","0,035","0,48","0,93",124,"0,18","86,5",-,"0,38","2,63",55,"22,3","0,23",162,294,"21,3",73,"1,86","65,7",0,11,"0,57","0,1",-,0,"0,061","0,32","12,7","0,65","0,14",9,"0,62"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26080,"Dorade royale, ou daurade ou vraie daurade, crue, sauvage","Dorade royale, ou daurade ou vraie daurade, crue, sauvage","93,2",393,"93,2","78,6","18,1","18,1",traces,"2,31",0,0,0,0,"1,15",0,0,"0,46","0,48","0,26",-,-,-,-,"0,0018","0,076","0,3","0,078","0,08","0,061","0,017","0,022","0,024","0,14",55,"0,12","33,3",-,"0,11","1,6",40,19,"0,12",178,439,20,"46,5","0,76",7,0,"7,15","0,85",0,-,1,"0,15","0,095","1,2",-,"0,24",7,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26082,"Espadon, cru","Espadon, cru",130,543,130,-,"18,9","18,9",traces,"5,97",0,0,0,0,"1,55",0,0,-,"2,06","0,79",-,-,-,-,-,"0,19","0,94","0,33","2,06","0,011","0,016","0,018","0,37","0,37","51,4","0,28","12,1",130,"0,035","0,65",40,"33,6","0,017",289,362,"52,7",112,"0,79",191,0,"12,5","0,5","0,1",-,"0,5","0,089","0,11","7,38","0,39","0,47",2,"2,46"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26083,"Éperlan, cru","Éperlan, cru","85,4",361,"85,4","79,5","17,5","17,5",traces,"1,7",0,0,0,0,"1,02",0,0,"0,27","0,38","0,53",-,-,-,-,-,-,-,-,-,-,-,-,"0,18","0,35",71,"0,39",-,-,-,-,67,24,-,245,357,-,156,-,-,0,-,-,-,-,0,-,"0,12","1,45","0,64",-,37,"3,44"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26084,"Cardine franche, crue","Cardine franche, crue","93,4",395,"93,4",-,"19,9","19,9",traces,"1,53",0,-,0,0,-,0,0,"0,43","0,25",-,-,-,-,-,-,"0,058","0,32","0,053",-,"0,014","0,009","0,015",-,"0,35",43,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26085,"Rouget-barbet de roche, cru","Rouget-barbet de roche, cru",158,660,158,"70,6","18,4","18,4",traces,"9,37",0,0,0,0,"1,18",0,0,"2,72","3,54","2,52",-,-,-,-,"0,02","0,27","1,75","0,43","1,76","0,044","0,024",-,"0,99","0,63","56,8","0,17","22,8",140,"0,08","0,49","11,5","30,7","< 0,1",218,343,"36,2","66,3","0,37","8,4",0,"1,12","0,51",-,-,traces,"0,06","0,065","4,46","0,34","0,37",11,"4,52"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26088,"Dorade royale ou daurade ou vraie daurade, crue, élevage","Dorade royale ou daurade ou vraie daurade, crue, élevage",129,543,129,"72,5","20,9","20,9",traces,"5,1",0,0,0,0,"1,4",0,0,"1,19","1,49","1,73",-,-,-,-,"0,0024","0,2","0,75","0,18","0,83","0,32","0,037","0,01","0,31","0,56","66,3","0,13","2,34",-,"< 0,1","0,39",5,"30,7","< 0,1",248,458,"3,7","51,5","0,41","4,9","< 0,008","3,11","0,95",-,-,0,"0,077","0,065","7,4","0,28","0,43",5,"3,16"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26091,"Mulet, cru","Mulet, cru",113,475,113,"75,5","20,1","20,1",traces,"3,62",0,0,0,0,"1,06",0,0,"1,17","1,02","0,88",0,0,0,0,"0,003","0,16","0,5","0,1",-,-,-,-,"0,7","0,18",59,"0,18","13,6",130,"< 0,1","0,7",14,"26,7","< 0,1",171,305,168,"70,4","0,58",< 2,0,"2,12","0,64","0,1",-,"1,2","0,16","0,24","6,31","0,76","0,37",9,"5,56"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26092,"Truite de mer, crue","Truite de mer, crue",111,467,111,"74,5","19,6","19,6",traces,"3,63",0,0,0,0,"1,5",0,0,"0,62","1,06","1,3",-,-,-,-,0,"0,11","0,45","0,057",-,"0,11",0,-,-,-,66,"0,14","12,7",0,"0,04","1,23",20,"29,3","0,027",270,458,"22,9",55,"0,95",12,-,"2,1","0,65",0,-,"0,55","0,1","0,14","3,5","1,95","0,54",16,5
4,406,0,"viandes, œufs, poissons",poissons crus,-,26095,"Merlan, cru","Merlan, cru","79,3",336,"79,3","79,3","18,8","18,8",traces,"0,47",0,"< 0,1",0,0,"1,2",0,0,"0,095","0,063","0,2",0,0,0,0,"0,00039","0,0024","0,068","0,022","0,03","0,0027","0,001",-,"0,046","0,14","46,9","0,16",18,109,"< 0,1","0,31","94,9","31,7","< 0,1",196,417,"30,2","63,6","0,39",3,0,"4,11","0,27","0,1",-,0,"0,025","0,024","2,26","0,12","0,18",13,"1,33"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26098,"Morue, salée, sèche","Morue, salée, sèche",206,871,206,"35,2","47,6","47,6",traces,"1,67",0,0,0,0,"18,4",0,0,"0,31","0,32","0,54",0,0,0,0,0,"0,03","0,18","0,1",0,0,-,-,"0,032","0,24",105,"12,3",124,-,"0,098","2,09",230,"80,7","0,05",551,1300,-,4900,"1,07","24,5",0,4,"1,67","0,4",-,0,"0,13","0,2","5,26","1,01","0,58","22,3","5,43"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26099,"Dorade grise, ou daurade grise, ou griset, crue","Dorade grise, ou daurade grise, ou griset, crue",130,547,130,"72,9","20,5","20,5",traces,"5,27",0,-,< 1,0,"1,33",0,0,"1,41","1,78","1,37",-,-,-,-,"0,005","0,14","0,93","0,23","0,83","0,038","0,02",-,"0,47","0,39","68,8","0,15",100,-,"< 0,1","0,39","30,9","31,2","< 0,1",250,400,"20,2","60,6","0,8","1,5",0,"0,57","0,69",-,-,-,"0,025","0,062","4,83","0,28","0,36",-,"2,65"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26100,"Bogue, crue","Bogue, crue",90,380,90,"78,5","17,9","17,9",traces,"2,03",0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,"0,28","52,5",120,"0,33","2,3",60,"22,5","0,12",230,309,-,110,"0,96",0,-,0,0,-,-,0,"0,08","0,1","5,4","0,21","0,46",-,2
4,406,0,"viandes, œufs, poissons",poissons crus,-,26101,"Bonite, crue","Bonite, crue",161,675,161,70,"22,3","22,3",traces,"8,01",0,-,0,0,"1,41",0,0,"2,11","4,12","0,97",-,-,-,-,-,"0,34","1,34","0,44","4,12","0,26","0,18",-,"0,45","0,087",-,"1,35",16,-,"0,26","2,08",-,10,"0,1",-,35,-,540,"0,68",-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26102,"Maquereau espagnol ou maquereau blanc ou billard, cru","Maquereau espagnol ou maquereau blanc ou billard, cru",135,567,135,"71,8","22,1","22,1",traces,"5,15",0,-,0,0,"1,64",0,0,"1,59","1,34","1,01",0,0,0,0,0,"0,16","0,97","0,45",-,-,0,-,"0,25","0,76",76,"0,15",11,-,"0,055","0,44",-,33,"0,014",205,446,-,59,"0,49",39,0,"7,3","0,69","0,1",-,"1,6","0,13","0,17","2,3","0,75","0,4",1,"2,4"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26103,"Denté, cru","Denté, cru","99,3",418,"99,3","78,1",17,17,traces,"3,5",0,0,0,0,"0,8",0,0,"0,45","0,68","1,98",-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,"0,19",34,-,"0,015",1,-,-,-,226,350,-,77,"0,41",48,0,-,"0,4",-,-,0,"0,08","0,13","2,7",-,"0,19",5,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26104,"Saint-Pierre, cru","Saint-Pierre, cru","86,7",368,"86,7","77,8","19,9","19,9",traces,"0,8",0,-,0,0,"1,11",0,0,"0,17","0,11","0,28",-,-,-,-,0,0,"0,11","0,056",-,-,-,-,"0,02","0,17",51,"0,17","31,5",70,"0,27","3,6",20,"22,5","0,1",180,307,-,60,"0,95",0,-,0,0,-,-,0,0,0,0,0,"0,95",-,0
4,406,0,"viandes, œufs, poissons",poissons crus,-,26106,"Grondin, cru","Grondin, cru",94,397,94,75,19,19,traces,2,0,-,0,0,"0,6",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26107,"Corb, cru","Corb, cru","87,2",370,"87,2",78,20,20,traces,"0,8",0,-,0,0,2,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,"0,8",-,-,61,"0,3",-,527,-,-,"2,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26108,"Capelan, cru","Capelan, cru",90,380,90,"78,6","18,7","18,7",traces,"1,71",0,-,0,0,"1,36",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,27",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26109,"Dorade rose, ou daurade rose, crue","Dorade rose, ou daurade rose, crue",102,431,102,-,21,21,traces,2,0,-,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,"0,4","4,3",-,22,"0,1",-,690,-,-,"1,6",-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26110,"Rouget-barbet de roche, vapeur","Rouget-barbet de roche, vapeur",143,602,143,"69,6","24,1","24,1",traces,"5,2",0,-,0,0,"1,33",0,0,"0,73","3,95","0,29","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,54","0,17","3,8","0,25","0,03","< 0,01","< 0,01","< 0,01","63,9","0,24",21,162,"0,05","0,48",40,33,"0,02",230,410,50,"95,6","0,39","23,1",-,"1,27","2,1","1,59",-,"3,17","0,02","0,032","3,47","0,41","0,17","14,3","3,74"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26111,"Saupe, crue","Saupe, crue","94,5",399,"94,5",78,18,18,traces,"2,5",0,-,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,"0,6","4,3",-,27,"0,1",-,540,-,-,"3,3",-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26113,"Chinchard, cru","Chinchard, cru",116,487,116,78,19,19,traces,"4,42",0,-,0,0,-,0,0,"2,31","1,65",-,-,-,-,-,-,"0,073","0,47","0,15","0,3","0,027","0,023","0,031",-,"0,43",47,-,92,-,"0,99",-,-,69,"0,2",-,986,26,-,"1,59",-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26122,"Églefin, cru","Églefin, cru","72,3",307,"72,3","80,4","17,3","17,3",traces,"0,35",0,-,0,0,"0,94",0,0,"0,098","0,065","0,18",0,0,0,0,"0,001","0,0028","0,071","0,019","0,029","0,0034","0,001",-,"0,049","0,092","42,3","0,16","9,23",86,"< 0,1","0,28",126,"26,4","< 0,1",144,292,36,"65,9","0,32",< 2,0,"< 0,5","0,42","0,1",-,0,"< 0,04","< 0,04","2,64","0,11","0,32","11,3","1,07"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26127,"Congre, cru","Congre, cru",115,481,115,"73,2","18,3","18,3",traces,"4,6",0,0,0,0,"0,75",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,"0,13",71,100,"0,2","1,3",30,20,"0,01",270,240,-,50,"0,9",0,-,0,0,-,-,traces,"0,06","0,04","4,3","0,24",0,0,3
4,406,0,"viandes, œufs, poissons",poissons crus,-,26128,"Grenadier (de roche), cru","Grenadier (de roche), cru","68,9",292,"68,9","82,7","15,4","15,4",traces,"0,81",0,-,0,0,"0,95",0,0,"0,11","0,31","0,32",-,-,-,-,-,"0,015","0,077","0,017","0,073","0,007","0,002",-,"0,039","0,13","37,1","0,24","1,64",-,"< 0,1","0,12","13,4","22,1","< 0,1",103,281,356,94,"0,22","5,1",-,"0,52","1,36",-,-,-,"< 0,04","< 0,04","1,29","0,077","0,12",-,"0,33"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26129,"Lieu jaune ou colin, cru","Lieu jaune ou colin, cru","75,5",320,"75,5","80,8","17,7","17,7",traces,"0,51",0,-,0,0,"1,27",0,0,"0,07","0,072","0,14",0,0,0,0,0,"0,002","0,031","0,006","0,014","0,002",0,-,"0,02","0,042","67,3","0,29","13,7",0,"0,04","0,39",80,"38,5","0,01",235,331,35,129,"0,4",3,-,0,"0,78",0,-,0,"0,085","0,08","1,65","0,14",0,3,3
4,406,0,"viandes, œufs, poissons",poissons crus,-,26130,"Julienne ou Lingue, crue","Julienne ou Lingue, crue","80,8",343,"80,8","79,3","19,2","19,2",traces,"0,44",0,0,0,0,"1,27",0,0,"0,11","0,08","0,2",-,-,-,-,-,"0,0025","0,071",-,"0,032",-,0,-,"0,051","0,077",38,"0,26","27,6",0,"0,065","0,68","43,5","62,5","0,03",204,365,"37,5",128,"0,59","15,8",-,traces,"0,3",0,-,traces,"0,09","0,11","2,08","0,32","0,3",7,"0,78"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26132,"Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru","Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru","90,1",381,"90,1","79,6","18,6","18,6",traces,"1,73",0,0,0,0,"1,22",0,0,"0,36","0,6","0,37",0,0,0,0,"0,002","0,049","0,13","0,035","0,16","0,019","0,011","0,008","0,056","0,12",46,"0,34","44,4",0,"0,011","0,55","28,5",27,"0,0055",201,278,"45,8",137,"0,36","9,33",0,"1,2","0,97","0,1",-,traces,"0,077","0,07","1,7","0,33","0,14",9,"1,83"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26133,"Tacaud, cru","Tacaud, cru","81,6",346,"81,6","78,9","19,7","19,7",traces,"0,33",0,-,0,0,"1,13",0,0,"0,098","0,03","0,1",-,-,-,-,-,"0,002","0,068","0,021","0,022","0,00082","0,00068",-,"0,029","0,072","46,4","0,2","26,7",-,"< 0,1","0,21",214,"26,5","< 0,1",148,306,"35,4","81,5","0,34",< 2,-,"0,32","0,34",0,-,0,"0,062","0,082","1,49","0,17","0,13",-,"1,47"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26134,"Lieu noir, cru","Lieu noir, cru","82,5",350,"82,5","79,4","18,8","18,8",traces,"0,8",0,-,0,0,"1,18",0,0,"0,15","0,12","0,24",-,-,-,-,0,"0,0083","0,11","0,033","0,066","0,0075","0,002",-,"0,039","0,19",62,"0,2","14,7",-,"< 0,1","1,3",143,"30,7","< 0,1",207,385,120,"80,5","0,57","2,8",-,"1,77","0,36",0,-,0,"0,13","0,15","2,26","0,4","0,25",10,"4,38"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26135,"Limande-sole, crue","Limande-sole, crue","80,6",341,"80,6",80,17,17,traces,"1,4",0,-,0,0,"1,3",0,0,"0,2","0,28","0,46",-,-,-,-,-,"0,026","0,12","0,032","0,13","0,005","0,005","0,062","0,25","0,11",43,"0,24",17,-,"0,1","0,5",94,17,-,200,230,"75,3",95,"0,45",0,-,0,0,0,-,0,"0,09","0,08","3,5","0,3","0,3",11,1
4,406,0,"viandes, œufs, poissons",poissons crus,-,26141,"Foie de morue, cru","Foie de morue, cru",619,2550,619,"26,8",5,5,traces,"66,6",0,-,0,0,"1,73",0,0,14,31,17,-,-,-,-,-,"2,98","8,66","1,79","15,1","1,12","0,79","0,66","6,41","4,76",-,"1,47",10,-,"0,66",4,500,8,-,100,130,"63,5",589,"1,94",5100,-,100,20,-,-,4,"0,1","0,65","2,5","0,64","0,15",300,10
4,406,0,"viandes, œufs, poissons",poissons crus,-,26146,"Vivaneau, cru","Vivaneau, cru","94,1",398,"94,1",78,"20,5","20,5",traces,"1,34",0,-,0,0,"1,31",0,0,"0,29","0,25","0,46",0,0,0,0,0,"0,036","0,16","0,081",-,-,-,-,"0,051","0,26",37,"0,16",32,-,"0,028","0,69",-,32,"0,013",198,417,-,64,"0,36",32,0,"10,2","0,96","0,1",-,"1,6","0,046","0,003","0,28","0,75","0,4",5,3
4,406,0,"viandes, œufs, poissons",poissons crus,-,26150,"Lavaret, cru","Lavaret, cru",113,475,113,75,"19,1","19,1",traces,"4,08",0,-,0,0,"1,12",0,0,"0,51","1,13","1,22",0,0,0,0,0,"0,062","0,34","0,11",-,-,-,-,"0,31","0,91","54,5","0,13",26,-,"0,072","0,37",-,33,"0,067",270,317,-,51,"0,99",36,0,12,"0,2","0,1",-,0,"0,14","0,12",3,"0,75","0,3",15,1
4,406,0,"viandes, œufs, poissons",poissons crus,-,26153,"Sabre, cru","Sabre, cru",125,524,125,"74,8",18,18,traces,"5,9",0,-,0,0,"1,2",0,0,"0,94","1,36","1,83",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,28",12,-,-,"0,6",-,-,-,150,270,-,110,-,15,-,-,-,-,-,0,"0,14","0,13",3,-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26154,"Flétan du Groënland ou flétan noir ou flétan commun, cru","Flétan du Groënland ou flétan noir ou flétan commun, cru",168,700,168,"72,3","13,5","13,5",traces,"12,7",0,-,0,0,"1,08",0,0,"2,32","7,18","1,91",0,0,0,0,"0,0065","0,65","1,42","0,25","2,58","0,21","0,16",0,"0,8","0,68","42,3","0,43","17,7",-,"0,03","0,4","17,3",24,"0,012",161,287,"30,5",202,"0,4",32,0,"21,2","0,79","0,1",-,1,"0,06","0,08","1,5","0,25","0,43","6,5",1
4,406,0,"viandes, œufs, poissons",poissons crus,-,26157,"Carangue, cru","Carangue, cru",104,438,104,-,"19,9","19,9",traces,"2,7",0,-,0,0,"0,91",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,22",47,-,"0,027","0,7",-,30,-,193,415,-,89,"0,42",-,-,-,-,-,-,0,"0,19","0,1","5,6",-,"0,65","2,9","9,1"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26159,"Coulirou, cru","Coulirou, cru","70,9",301,"70,9",-,"17,5","17,5",traces,"0,1",0,-,0,0,"0,96",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,15",50,-,-,"0,4",-,30,-,115,614,-,61,-,-,-,-,-,-,-,0,"0,03","0,08","3,2",-,-,-,-
4,406,0,"viandes, œufs, poissons",poissons crus,-,26161,"Saumon, cru, sauvage","Saumon, cru, sauvage",166,695,166,"68,4",21,21,traces,"9,17",0,-,0,0,"1,97",0,0,"1,92","2,87","2,43",0,0,0,0,0,"0,25","0,97","0,27","1,52",-,-,-,"0,32","1,12",53,"0,12","13,5",83,"0,16","0,66","12,2","29,2","0,016",225,436,27,46,"0,58","19,5",-,"< 8,6","1,11","0,3",-,0,"0,21","0,24","8,83","1,48","0,49","13,1","4,84"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26162,"Requin, cru","Requin, cru",109,461,109,"73,6","20,8","20,8",traces,"2,91",0,-,0,0,"1,39",0,0,"0,48","0,94","0,62",0,0,0,0,0,"0,042","0,38","0,061",-,-,-,-,"0,23","0,39",51,"0,2",33,-,"0,033","1,12",-,37,"0,015",201,355,-,79,"0,43",70,0,"0,6",1,"0,1",-,0,"0,031","0,046","3,67","0,7","0,4",3,"1,49"
4,406,0,"viandes, œufs, poissons",poissons crus,-,26166,"Orphie commune, crue","Orphie commune, crue",133,558,133,"70,1",20,20,traces,"5,91",0,-,0,0,"0,96",0,0,"1,81","1,77","1,74",-,-,-,-,-,"0,26","1,31","0,24","1,32","0,26","0,064","0,025","0,25","1,14",82,"0,21",73,-,"0,2","0,73",20,"27,5","0,02",196,377,"30,9","83,5","0,77",7,-,5,"1,7",0,-,"1,5","0,012","0,063","5,75","0,8","0,9",1,2
4,406,0,"viandes, œufs, poissons",poissons crus,-,26168,"Lompe, crue","Lompe, crue",168,695,168,"74,6",10,10,traces,"14,2",0,-,0,0,"1,4",0,0,"3,01","7,73","2,36",-,-,-,-,-,"1,14","1,57","0,3","2,74","0,22",-,-,"1,1","0,94",-,"0,17",20,-,-,"0,5",50,-,-,203,485,"16,5",69,-,11,-,"3,9",-,0,-,0,"0,07","0,08",2,-,-,-,-
